sentiment,comments 
0,Flat was a good position for what we needed for a weekend in Amsterdam centre. Only disappointment was that the host was late meeting us and the beds hadn't been made from the previous night. 
1,Very helpful & lovely host. The apartment was in a great location as was exactly what we needed. Great all round 
0,"Mischa was very friendly and welcoming and gave us some good tips.
The apartment is quite large and has a fantastic location, but we were a bit disappointed of its maintenance.
Unfortunately, the washing machine wasn't working.
There was a dish washer in the apartment, although not specified."
1,"Me and a friend stayed at the apartment for a week.
The room is exactly as seen at the pictures, clean.
The bed is comfortable.
Andrea has left us a visitor's book with a lot of information about the apartment, about Amsterdam and personal tips of where to go, where to eat and what to do and it was helpful.

We loved Amsterdam, thanks Andrea for the hosting."
0,"The room is perfectly located, not far from the center and the Museumplein. The area is very calm and safe, albeit not far from the heart of the city.
There are cafés and restaurants just down the street.
Peter was hospitable and helpful to manage with our plane tickets problem.
However, I was a bit disappointed at the beginning because, from the website, I thought it was a large room with the view on the canal, with a private bathroom and the room opens on a back-yard and the shower is in the room (as we can actually see on the photograph) I know it's a bit contradictory but....
I would nevertherless recomand the place because it is clean and really ideally situated, and Peter was very obliging"
-1,"Unfortunately this was our first bad experience with Airbnb (after many excellent ones), and sadly our first bad review ever. Our recommendation: do NOT stay in this appartment! Simply DO NOT DO IT! Rental is managed by Lamb&b, so we never saw the actual owner. Representative of Lamb&b was late for check-in and didn't know anything. Biggest issue: the appartment was dirty, really dirty when we arrived. The appartment simply wasn't cleaned. With 'dirty' I mean: staircase that hasn't seen a brush (let alone water) in the past 6 months. Used and dirty towels of other people in the sofa. A dirty sink with used tea bags in it. Used and dirty sheets on the bed. Dirty toilet, shower, and sink in the bathroom. We'll spare you the details... A huge terrace (a rarity in Amsterdam) that could have been great, but that we couldn't use because is was that much neglected that we couldn't walk or sit on it. Mold on the wooden floor and on the cushions of the furniture. Instead of admitting that the appartment wasn't cleaned, the representative started to change the sheets of the bed himself, quickly threw the tea bags in the bin, took the dirty towels and shoved them aside and told us 'now you have a clean bed'. We actually thought that we were on candid camera...  If I wasn't 8 months pregnant, I would have preferred sleeping in my car - not kidding. Unfortunately there wasn't another accommodation available, a long and sunny weekend so everything fully booked in Amsterdam. With no other option available, both my husband and I insisted on having a clean appartment. By the evening the appartment was more or less 'cleaned' superficially. Better than what is was before, but still no change in the situation of the staircase or the terrace. On top of that we had a 'surprise visitor' on Saturday night. Around 01h00 at night a male individual arrived at our door. He tried to open it, but luckily we left the key on it, so he couldn't get in. A lot of noise, stumbeling and then after a while he gave up and fell asleep against our door. Then he started snoring, loudly and non stop, 3 meters away from where we were sleeping. This continued until 6 am and then he disappeared... We actually considered calling security, but didn't do it in the end because we didn't want to ruin our weekend getaway by spending quality time with the police. If you know that we spent 423 € for 2 nights in this place, you can imagine how happy we were... Our advice: DO NOT BOOK THIS APPARTMENT. By writing this review, we hope to prevent other travellers from making the same -huge- mistake. "
1,"The location of the boat was fantastic. Close walking distance to Central Train station and the central city area. I will say that although there are three beds, I would not recommend more than two people staying here as it would be cramped. The dock facilities were really good and even the boat shower was good for a quick shower if necessary. I would recommend anyone staying there especially during the warmer months. "
1,"In several years and over 20 different airbnb places I've stayed at, my experience at Sonia's has been the absolute best so far! It's a beautiful and spotless apartment in a good neighborhood close to everything, but not in the godawful most central and touristy part of Amsterdam. The area is full of nice restaurants and cafes, walking distance to Vondelpark and the museum district. The apartment is dead quiet and full of light, with huge windows looking out onto a very green back garden area with many cats. The apartment has fast internet, a wonderfully equipped kitchen and a luxurious bedroom with skylights and big soaking tub. Unlike many Amsterdam cute places where quirky and cool also means mice and grime, the apartment was spotless."
1,Akon’s home was perfectly located and I loved the space! It’s close to the center which is about 10 min walk and there’s tons of cafes and restaurants near his place. I thoroughly enjoyed my stay and would love to stay again.
1,"Outstanding location! Comfy and clean. 
Only negatives to note are to be aware that the address given is the meet-up point with the host -  NOT the home, and that you can hear the people living underneath quite loudly at times."
1,The Beaufort is a beautiful ship and it was a unforgettable experience to sleep on a houseboat. We loved it! The room is cozy and very modern. Joost (a friend of Erik&Margriet) was very friendly and helpful!
1,"The apartment was exactly how it looks in the photos nice light spacious with a lovely balcony, angelique was there to welcome us when we arrived, a very warm friendly person with lots of suggestions of what was going on in the city at that time. The neighbourhood was lovely turning right your into the busier tram lines and shops area and turning left into the quieter canal streets to wander. Very close walk to Jordann and Nine Streets area where we spent most of our time in little restaurants/cafés and smaller unique shops. Overall a great stay apartment and host our only disappointment was the bed was slightly uncomftable, but saying that we would still stay again."
1,Compact & comfortable base in a lively area not far from the centre & close with plenty of bars & cafes nearby.  Comfy double bed & Nespresso machine were nice touches.  Recommended!
1,"My friend and I loved Louis’ place. Although Amsterdam itself is rather expensive, this location offers great value for money and is centrally located. Although in the red light district, the room itself is quiet and we never found ourselves struggling to sleep. In fact, the only complaint we have is that the bed is awfully comfortable and impossible to leave in the morning! Would definitely recommend staying here if you’re planning on doing most of your visit on foot and/or are looking for a kind and welcoming host."
1,"The room is great and clean! Miek and Willem are very nice that they gave many suggestions to us and answered all our questions. It takes around 7 minutes to walk to the train station and tram station. The path is quite easy so it is very convenient for us.
There are many facilities in the house. I lived there for four nights and I cook for dinner every night.  
If I have time to travel to amsterdam again, I will surely come to this house again!"
1,"We didn't meet Thea, but her mother welcomed us into their house, situated in a cute neighbourhood outside of Amsterdam. We stayed the night after a concert in the Heineken Music Hall, which is a 20-minute walk from the house. The room was nice and hot (thankfully), and we had a good night's rest in the fairly small bed."
1,"Andrea is a great hostess! Her room is big, clean, sweet :) We love it !!!!   
"
1,The apartment was great for our family of 4. Great location with lots to do and see. 
1,"Perfect! Everything was perfect :) Dionne was there helping us and giving us recommendations and tips for the city! Unfortunately we couldn't use the bikes, as the weather was awful, but she kindly offered them! Bed really comfy, toilet clean and really nice! All perfect, deffo would come back!"
0,"Although this place is not too bad, I wouldn't rave about it. It is satisfactory for cheap accom, let's say that. However... No-one was there to let me in, and I had to wait at a nearby cafe for keys to arrive by taxi. The shower was blocked with hair (I had to unblock it). The kitchen is inhabited by a mouse. The view from the room is awful; a vacant block which is a muddy swamp. The bedding is not very good. And the area of Amsterdam is not very nice - I did not feel safe walking around there, although to be fair the other guests had no issue so maybe this was just me. Also, the room is on the 4th floor so I hope you like stairs. Kaya is a man, by the way - not the woman who is shown in the picture."
1,"Great location, walking distance to city center and major transit. Safe neighborhood. Great communication with host."
1,"We stayed for 5 days at Andrea's guests room during January. The room is clean, pleasant and well taken care of and Andrea is very friendly and helpful. We appreciated the privacy we had there too. The location - it is away from the city centre but can easily reached with the metro and bus and certainly a peaceful place to come back to at the end of the day (or in the middle of it)."
-1,"The biggest issue I had with this airbnb was the fact that the pictures show you one apartment, and when you walk in, its a completely different place. Within 10 seconds of being there I thought I had accidentally booked the wrong airbnb but later looked at the pictures and found that it was the same place just with absolutely no life in it at all. I was willing to pay the amount asked from what I saw in the pictures, but it is way over priced for what you actually get. 
There was no wifi available, and was left hanging by the owner & airbnb company for hours before they came back to the apartment with a T-Link 4G Mobile hotspot...
To top it off, the neighbor downstairs was awful & made my girlfriend feel very uncomfortable to stay there with his rude remarks & threatening tone.
On a positive note, the grocery store nearby was great, the yoga spot nearby was amazing, and the park across the street was lovely..."
-1,"Never heard from or saw Frank until I notified that I had left the apartment and moved into a hotel-he then emailed me as my phone crashed on way to apartment. On arrival the apartment stank of pungent cleaning materials. No milk for a cuppa after a long journey. No soap in bathrooms - tail end of used bar of soap which I threw out. Towels were hard & crisp and discoloured - hated having to use them. Toilet mirror old & damaged unable to see reflection. Toothbrush holder and soap tray in bathroom were filthy and rusted. Bed linen not ironed - hated having to use the bed. Broken & old furniture, some chairs actually had holes in them. No comfortable chair to sit & relax on. Balcony roof leaks & it was raining so just awful. No light in the balcony.I left & booked into a hotel as this apartment much to my dissapointment had the potential to ruin my experience of Amsterdam."
-1,"Such a disappointment, mistreat and simply worst experience ever. For the price we paid this is simply unacceptable 
1. Dirty dishes and cups were disgusting. The first thing we had to do is to wash the dishes in order to be able to use them. Very upsetting
2. There were no cutting knives! And there were only available plastic utensils (multiple-use) !!! What is that? Just imagine you have to cut Dutch cheese with a plastic knife! Almost impossible and frustrating. 
3. There was no soap in the bathroom upstairs. This should be so simple and so obvious.... There was no shampoo. The showering gel bottle was dirty and unpleasant to touch. 
4. We were given only one bath towel (for every need or use) for person for 4 days of living. The quality of towels as well as sheets are awful! 
5. Insects. There were insects on the walls. I was so very concerned with the hygiene of this place. 
6. The sink upstairs was clogged and almost impossible to use"
1,"Excellent price, perfect location, very quick, easy communication with host. Had everything we needed, up four steep flight of steps that caused us great amusement with our luggage, very beautiful Amsterdam studio, with added bonus of a balcony, which was scattered in snow one morning. Highly recommend."
-1,"The truth is that David behaved very badly with us, because he made us pay 100 euros more because his ad was a trap has a picture with a double bed but it is really for a single guest. Then the apartment can not use the kitchen because it loses gas which is dangerous. Bathing was impossible, the sheets a disgust, pay 400euros for that really was a scam, what was worth it is the location. David never showed up to talk to us."
1,"Carolina's place is pretty, comfortable and clean. The bed and the pullout are comfortable. The garden in the back is very cute. Carolina herself was very welcoming and kind.

As for location, the flat is in a quiet and cosy neighbourhood. Getting to the centre and back was easy using buses. "
0,"Even if Hamed was super nice, kind and helpful when we arrived. Also, very responsive. I do not think this apartment is good for a baby. The stairs are super narrow and very inclined. I felt very worried when i was about to walk down these stairs with our baby.  Plus the noise was awful during the nights and i know hamed can't do a lot to stop this but we did not sleep at all on friday night. The glass window should be tripled and we should have been awared by Hamed... We bought some earplugs for Saturday nights.. So we were tired when we left amsterdam.. because we haven't sleep enough in this apt. This apt is good for students, people who wants to go out and barely sleep... but not for people who want to sleep during the nights.  "
-1,"We booked this place for 2 nights.  The day before my friend and I were to arrive (we were traveling at the time), Cin texted me saying she had an emergency and had to stay at the place.  She gave us 2 choices: 1) we could stay WITH her the 2 nights, or 2) she would cancel the reservation.  I told her to cancel, but she did not and my account got charged.  

What followed was ~2 weeks of back-and-forth messaging trying to get my money back, during which she asked me for my bank account information.  I refused and sent her the very easy steps to refund me on airbnb website and I never heard back, except for another request for my bank acct information. 

I appealed to airbnb and they were finally able to refund my money.

Certainly not recommended."
-1,"This place is terrible.  I would not recommend to anyone.  It is two flights up a very narrow stairwell and it smells awful.  Literally, awful.  It is right over a Chinese Restaurant, which probably accounts for the smell.  Even opening the windows did not help the situation, especially since it was cold when we were there - the choice was either suffocate with a disgusting aroma or freeze; we chose to freeze.  I am not exaggerating when I say the smell made me gag repeatedly.  The other issue is that, even though we stayed just one night, our son got over 40 bug bites.  We think this must have been bed bugs, as the  other three of us got no bites, except for my daughter who got 3 mosquito bites that were completely different from our son's bites.  We had booked this place for 5 nights but ended up staying just one, due to a passport issue with our children.  In retrospect, I am happy we only stayed one night, as we would have left immediately anyway.  Despite all this, our host offered us nothing as far as reimbursement, so we paid over $2,000 US for one night, a horrible smell, and a bunch of bug bits on our son.  

We ended up staying at a hotel down the street for a couple of nights after, Conscious Hotel Tire Store - much better accommodations, cleanliness, and service."
1,"Stay was good, apartment in great location, host was friendly and helpful. No bad experiences "
1,"Lettie's apartment is spotlessly clean and very comfortable. A perfect base for exploring Amsterdam for a few days. We also hired Jurriaan for the boat trip, which was real treat exploring the canals on a private boat. A brilliant experience."
-1,"SCAM! GO AWAY FROM THIS AIRBNB. 
We were 2 french students, we rent this apartment for 2 months and it was a DISASTER. The host came in the apartment during our absence without warning ! The apartment is very dirty, spider webs and dust EVERYWHERE. 
WE FOUND AN UNDERWEAR UNDER A CURTAIN! The host was discriminant about us because we are students - she don’t take us  with serious, always very nasty and demeaning. 
We lived a nightmare during this 2 months. 
Worst experience..."
1,I have only stayed in one Airbnb before and it was absolutely awful. Booking this Airbnb I was nervous but when I arrived I was extremely pleased with everything that this couple offered. They both were extremely nice and the place was very clean. Great location and they answered all the questions that we had! I highly recommend staying here!
1,"Nice house in quiet part of Amsterdam. Easy access to the city by bus - only 2 minuttes away. The house was clean, nice and cosy. We enjoyed to ""take care of the cat"", which we by the way named Rem. "
-1,"that it is not as it appears in the photos , it is a scam "
0,"Excellent hosts, well organised. A good location, walking distance to main museums and very close to main shopping streets. Plenty of space for us, 2 adults and 2 teenage boys. Comfortable beds, warm, good bathrooms. Recommend the Asian restaurant/takeaway downstairs.
This was listed as an apartment so we were disappointed that no kitchen was included. This would have made it more cost effective as we had planned to self cater for breakfast. May be a problem with how airbnb classifies accommodation.
There was plenty of street noise from people  throughout the night (we were there Thurs to Sat) almost until dawn so it's not a quiet area.
This worked out ok for us but was expensive for just four people given it is limited for self catering. "
-1,"Minou really ruined our stay in Amsterdam. We had booked based on her 5-star reviews, despite the lack of photos. The room itself was charming and the location was very nice, but we were not able to enjoy ourselves because our host was constantly calling and messaging to berate us for our very normal usage of her Airbnb. She did not like us from the moment we arrived. She made us unpack our suitcases before taking anything upstairs and criticized us for even having suitcases (we were four people on a eurotrip, so it was inevitable. There was nothing in the listing to make us believe we should not have bags.) The room itself was very hot when we arrived. We asked her about this and she said there was no AC (which we understood) and that the window could be propped open with a block. She did not tell us that any of the other windows opened or that they could stay open without the block being used. When we tried to open them further and propped it open with a book, she called me and berated me for being so disrespectful. She told us we belonged at a youth hostel and were horrible guests. She also got mad at us for having bottled water when we could’ve drank from the tap, and for pushing “too hard” to open her trash can—all of which she discovered after entering our room without any notice or permission while we were out of the Airbnb having lunch. She removed the book and propped it back open with a block. When I complained to Airbnb about her behavior, she came back and opened all three windows all the way but told us we could not open or close them ourselves because she didn’t trust us to move them ourselves. It would have been nice to know that they opened from the beginning—it was 80 degrees in the apartment when it was only 60 degrees outside. We ended up checking out early and spending twice as much to stay at a hotel last minute because she was so insufferable. I’ve never had such a bad experience with a host in my years of using Airbnb. I would not recommend anyone to stay at her place and I don’t think she should be hosting as she is clearly not okay with people staying in her room for normal use."
-1,"I took my partner to Amsterdam for his 30th birthday weekend but wish I'd saved my money and energy by staying elsewhere. Unfortunately we were let down by the host who despite advising where to find keys and confirming we could drop our bags off after 11am, failed to leave keys, acknowledge our arrival or even ensure the apartment was empty and clean for our 2pm check in. Instead we arrived at midday only to wait outside in the cold for 2 hours for the cleaner to come & allow us to drop our bags, whilst he cleaned the apartment and waited for the previous guests to take their belongings which they'd left. This resulted in several costly calls to a Deutsch number, zero apology and a rather disrupted first day which is disappointing since we only stayed for the weekend. Due to this 2 hour wait we missed out on the opportunity to see some friends we had arranged to see which for me ruined my entire experience. Additionally, mouse droppings were found in our bed, we heard mice scurrying around throughout the night and one of us almost electrocuted herself on the faulty electrics. No apology was offered, instead I was told by the host ""I can't find the msg where I stated you could drop your bags after 11am"". I screenshot and sent to him but despite that still no apology. Heaven forbid I dare ask for a refund! The host was aware we were there to celebrate a birthday & instead of making a small effort to enhance our stay, he did the opposite and despite me alerting him to this fact he doesn't have the decency to apologise, let alone make it up to us. "
1,"Top notch. A-1. I can't say enough great things about this place and the host. 
The kitchen is awesome. Everything you need to cook as if you were at home. Plenty of pots and pans, utensils, silverware, a dishwasher, 2 coffee machines(though I wish there was a french press) and a 4 burner gas stove/oven. A joy to prepare a meal here. 

The location is great if you don't mind being a bit far from the city. We choose it for that reason, we tourists wanted to be away from tourists! I visit Amsterdam twice a year, always using Airbnb and Martijn's place is the best I've had. The neighborhood has all you need in terms of supermarkets and such. Also a great coffee shop nearby, The Stud, if you're into such things. Being 4-5 kilometers from the city was not a big deal for us. We'd walk that in one direction and maybe grab an Uber coming back home. 

The bed was comfortable and the wardrobe in the bedroom has lots of space for your clothes. The shower was excellent, plenty of hot water. Not a fancy shower but solid water pressure. There is a washing machine too but man are they slow in Netherlands. Takes what seems like forever to do a wash. But that wasn't an issue at all. 

Living room has a flat screen tv and enough channels in English to zone out for a bit and enjoy some Comedy Channel reruns of South Park, American Dad, How I Met Your Mother etc. We didn't spend a ton of time watching but good to know the option exists. Big table that seats 4 comfortably for eating or playing cards/games etc. The one small thing in the tv/dining room would be the lighting. Tough to read in that room, just not bright enough. A small thing but one I thought worth mentioning. The heating is great here too. Very responsive thermostat. 

The host is great. Super friendly and super responsive. We lost power our second night and he offered to come address it that night, a Friday, even though his commute to us would be awful. We opted to be without for the night and he was there the next morning. He's respectful of his guests and was hesitant to enter his own place while we were renting. Honestly, I can't say enough good things about him and his pace. RENT HERE and live like a local for at least part of your stay. The canals are only a few kilometers away!

Thanks Martijn!!!

David"
1,"We knew this was going to be a great place to stay, but it ended up being even better! 

This was our first time in Amsterdam so we didn't really know what we were doing. Caroline was extremely helpful and responsive to our many questions (she even saved us from a scammy website when we were trying to figure out the trains before our trip).  

The boat is perfect for two people and I can't imagine a better location: on a quiet canal a short walk from Amsterdam Centraal and steps away from the action and food.  You can easily check out the excitement and crowds of the red light district and then retreat to your private boat without having to rent a bike or find other transportation.  

Another nice touch is that the boat is stocked with cooking essentials so you don't need to worry about picking up every condiment or spice if you plan on cooking a meal or two (hopefully Caroline didn't mind us using some of her Nutella on our waffles!). 

In summary: highly recommended :)"
-1,"The apartment was really really dirty, the bed sheets even more dirty, no clean towels, actually dirty  all around, kitchen with dirty dishes in the sink.  Awful stay!!!you should pay me back for the cleaning that I done! Hope you enjoyed your holiday. Thank you very much!"
1,"Sofiane was very helpful and kind. He had a folder full of tourist information including maps, which he went over with me even at the awful late hour I arrived at his place. He also had lots of useful information about the city and its attractions - he knew how long the que is for attractions and gave alternate options/advice. The museum card rental for 10 euros per day was brilliant!!

The apartment is in a quiet neighborhood and as a solo female traveler, I felt safe. There is a sink in the room which I thought was convenient. Also liked the no shoes policy as the place is kept clean. It was cold in late September and I get cold easily, but the place was warm and I had no problem getting a full night's rest.

Overall, a positive airbnb experience. Would recommend."
1,We loved the place. On a quiet street but still close to the action. The hosts were fantastic!
1,"Maybe it is a bit away from the center, but close-by there is a metro station, as well as bus stations taking you quite fast to the center. The house is simple, but clean. The bed is soft and I had a great sleep there. Also, the check-in was flexible, my flight got delayed and I communicated quite efficiently with Gregory, so it turned out to be just fine. No bad experiences, I recommend."
1,"Location, Location, Location!
This house is simply fabulous, largely because of its central location. It is literally 5 minutes from the Dam, and close to many bars and restaurants of every kind, including a Michelin starred restaurant, The Bridge.
I arrived 3 hours later than planned, but this wasn't an issue - I was met by Emilio, an agent, who showed me the basics and gave me a pack of delicious stroopwaffels.
The house itself covers 4 levels, and comprises the kitchen/diner -  well equipped and spotlessly clean - up  a level to the sitting room, with a large flat-screen tv and large sofa - up again to the first bedroom and the bathroom, then up again to the other bedroom.
There is even a small table and 2 chairs on the roof, so if the weather is good, you can sit outside and look over the rooftops of Amsterdam.........
The only issue was the house next door is being renovated, so there was an awful lot of noise starting at 7:30 - and the hosts had made this very clear before I booked it, so it really wasn't a big deal.... 
I thought the whole place was terrific, and will certainly look to stay there again if I ever need to go back to Amsterdam."
-1,"the service of this  boat was very disappointing:
1) the toilet was broken from the first time, the vibration of the boat after de rain has screwball the handle's support
2) we don't haved the light of the boat and the water, because "" the battery havenìt charge, but this thing isn't specificate in the insersion.
3) the boat was really dirty, dirty blankes and expired food in the cupboards.

Bad experience."
1,"Great little studio, in a nice neighborhood of Amsterdam. Located near the park so the evenings were quiet. Public transportation is close by and makes getting around very easy. Hosts are very accommodating yet also give you your space and privacy. Would stay here again. "
-1,"The hosts are extremely friendly and accommodating. We found the apartment disappointing though. The pictures and description do not accurately reflect the condition or layout.

The apartment came across as a low budget student apartment.

Bed and pillows are very uncomfortable. Bedding + Towels - low quality and multi-coloured. My opinion is the only acceptable bedding and towels are white. Especially for guest accommodations - anything else makes one question whether they are clean.

When you first enter the apartment you are subjected to heavy cigarette smoke. Fortunately you could not smell smoke in the apartment.

In front of sink in bathroom was a large uninstalled tile that rocked back and forth hiding a damaged floor. On top of this was a dark coloured floor matt.

Baseboards are missing in apartment - it appears as though they were removed to accommodate repairs but never got replaced exposing the damaged walls. Walls need a new coat of paint.

The overall apartment needs a thorough cleaning and cosmetic upgrades.

With a few changes this could be a great place to stay."
1,"The apartment has the best location in town. We havent see sammy because always his friends answered to our calls. Except that we were waiting outside the building one hour at the check in , everything was excellent. Good apartment ! "
1,"Oana & Andrey have an amazing flat in a fantastic part of Amsterdam. Oana was a lovely host, she made my partner and I feel very welcome. The room is a good size for two people, the rooftop terrace seems like a perfect area to relax, unfortunately we had awful weather for our trip. 

I would really recommend the room for a couple, it is a fantastic alternative to the expensive Amsterdam hostels, if you are going to Amsterdam, stay here. 

"
-1,"I've never had a problem with a reservation made through Airbnb but this is my first bad experience. Usually when something is not working the host will correct the problem in a day or two. Not this time. Host was there when I arrived(Saturday) and said the previous guest had broken the internet and TV service and would be making a claim against them to pay for it. I explained to her that it was important to have internet access as I do my business online and also use Skype for my phone when traveling. It's also nice to have TV for news and entertainment when in a new city. Said she would have it turned back on the next day and that she would stop by Sunday evening at 9pm to check and make sure it was working. I said I would email her as soon as it came back on so she would know that the service working. She did not show up Sunday evening and the service did not come back on. Evidently, the TVand internet come from the same provider. I borrowed someone's phone and called her a couple days later to tell her it still was not working. Her response was that things are done slowly in Amsterdam and they are working on it. I asked for the name of the service provider so I could coordinate with them but she refused. Said she could offer me phone service(but no phone) instead. No, I need internet and TV since that is what I paid for. Also let her know there were several light bulbs out and need replacements as the place is dimly lit. A couple days more I called again and she said the provider had made errors and was correcting it. I finally went to the library(two miles away in the city center) to use their computers and emailed her several times that it still was not working. Never heard from her until I emailed that I would be requesting a refund, then she responded the very next day saying she was out of the country and didn't know the internet and TV were not fixed and would call them the next day. Never heard from her again. Still no internet or TV!!(or light bulbs) I could have looked for another apartment but there is no guarantee of getting a refund and I didn't think I should have to pay for two apartments. Had this host been honest from day one and said there is no TV or internet I could have moved then but I believed her story. In the entire month, the host never once checked back to see if everything was OK, showed no concern whatsoever. The apartment itself is OK. Not in a very nice part of town but there are three locks on the door. There are not many restaurants in this area either. I would suggest finding an apartment closer to the center where restaurants and museums..."
-1,"Mouse droppings EVERYWHERE and Elena (the host) will simply insult you and act as if it is normal...I can tell you that rat droppings next to the bed, in the kitchen, in the living room AND bathroom are not normal in any city unless your building is infested..

I'm sure they've had this issue before with guest as the host and manager seems to have their little act together to scam people out of their stay...They know exactly how to delay until you leave as to prevent providing sanitary accommodation or refunds... Our vacation was interrupted because of the mice AND the manager coming to ""inspect"" as if we were lying.. The 'manager' left SUPER grossed out at the amount of mice droppings - only to interrupt our stay again with an (URL HIDDEN) 

We are having a very hard time with Airbnb's support and the terrible host even though we've provided evidence of our destroyed belongings (mice chewed threw some documents and personal items) and of all the mouse droppings around the (URL HIDDEN) per Airbnb Policy, animals in the apartment (especially vermin) are against the terms of service.. My entire group of 3 regrets staying here. 

I do NOT recommend staying here unless you're looking to get Hantavirus or something from a vermin infestation..

The towels provided were extremely dirty so we had to buy our own, windows don't close well in the bathroom, no shower curtain, and the bed is EXTREMELY noisy/uncomfortable. 

Worst Airbnb experience I've ever had."
1,Apartment was nice and is right by a tram stop which makes it very easy to get around central Amsterdam. 
-1,"As described in the other parts of my review, I was extremely disappointed in the following aspects of our stay.

1. we arrived to find that there were not 2 double beds and 2 single beds as advertised (and confirmed by the host in email correspondence), but 1 double bed and 3 single (child size) beds. We had 6 guests so this meant my husband and I slept on the sofa. We were told that the cleaner would be coming an hour or so after we arrived and that he or she would make up both sofas and leave enough towels. We had to leave as we were already late (sorting out the bedding issues over the phone) to meet a friend, so the person who met us said he'd stay and ensure the cleaner made up both beds and left enough towels. Only one sofa was made up and we had to scrounge around and use old sheets from a cupboard for the other sofa. There were not enough towels either. The ""pillow"" I had was two small sofa cushions stuffed into a pillow case. It felt like I was a student crashing on a friends' sofa (not the experience we were going for, nor what we paid for).
2. On our last day we were due to check out at 11am, the cleaner arrived at 8.30am and let herself in. It took several phone calls and about half an hour to arrange for her to go and come back after we'd left (during which time she went upstairs and into the bedroom of a sleeping guest - waking him up).
3. Our email and phone correspondence with the ""host"" (this property is actually let through a company called House2Home) was frustrating and at the time of writing this review (more than a week after our stay) we still have not resolved the question of a refund to address all these issues. 
4. I spent 30-60 mins on our first day, and again on our last day (we were only there for 2 nights) on the phone/emailing trying to sort out these issues. As you can imagine, this compounded the bedding, linen, and cleaner issues and made for a most dissatisfying Airbnb experience. 

I am pleased to say, however, that this is the only bad experience I have had with Airbnb and I will continue to use it for other cities and lettings. "
1,We spent a great time! Very nice i recommended it! Thank you again for everything! 
-1,"I am writing in relation to my experience of staying at Amsterdamiss's place from 1st-2nd June 2013 which was quite unpleasant and affected our holiday as a result. First of all, Amsterdamiss's place was cluttered with a lot of her own used and old items and furniture. As soon as we entered into the door, there were many pairs of old shoes stacking up beside the door. When we entered into the private room (it was not a private room as the door could not be locked and the door was made of glass), the place was filled up by her personal belongings, we did not have real beds to sleep on, just two folded beds. We had no cupboards or whatsoever to hang our clothes. At night, there are only two desk lamps available for the illumination of the room; this includes one desk lamp which only lights on from 8-11pm. So, you could not do anything in the room except sleeping in the evening. Secondly, Amsterdamiss had asked us to use her kitchen facilities freely. However, her kitchen was also cluttered with all her stuff. When you wash and clean something in the basin, you cannot put it anywhere on the kitchen table as it was full of empty containers. If you want to use the stove (there were a total of 4 hobs), you will find on top of two hobs, there were vegetables and fruits stacked on them, another two hobs had used and dirty pots and pans. Thirdly, when we wanted to take a shower in the evening, the place of shower would become flooded for some reasons. Around her wash basin in the bathroom, there was a big bag filled with used cotton buds (some with blood). Lastly, on the evening of 1st June 2013, when my mum and I were trying to get back to her house after a day out, we found that the door could be unlocked after a several attempts. We called Amsterdamiss a few times and received no response. Feeling cold and hungry, we went to a nearby Kebab house to have our dinner. While having our dinner, we texted her and she just asked us to keep trying and when asked what time she will be back, she said she was not sure about that. (I understand that she needed to work on that night). After finishing our dinner at around 10pm, we decided to try again and luckily this time we managed to unlock the door, or else we would need to wait until Amsterdamiss finished her job and back home. I wonder if Airbnb has any action in response to my feedback as I feel it was like a total scam or some kind of trap for foreigners to step in. Besides, I feel that Amsterdamiss was not being honest on the conditions of her house and she has posted photos which are misleading in her advertisement. I am writing all this to prevent people to..."
-1,"Our host, Yelle arrived to let us into the flat shortly after phoning him. All communications before and during were smooth with prompt responses from the hosts. Yelle was really helpful with storing our bags for us on our last day.
The location is perfect for exploring the Jordaan district and all points north, south and west in the City. Lovely narrow streets and canals with plenty of bars, pubs, cafes and restaurants to choose from right on the doorstep and within a pleasant stroll. 

However, overall we were very disappointed with the space. The initial first impression was a dark, dirty narrow hallway and filthy staircase. This led to a bright clean space with great views over the pretty canals but on closer inspection we found it to be very poor. 
The sofa was covered in stains, the kettle only boiled if you kept the switch down manually - or by using the weight of the breadboard - but only when we weren't using the breadboard to prop open one of the three sash windows!
One good point was that the bed was really comfortable, however, what storage space there was in the bedroom was filled with spare bedding which alas did not include spare pillows, as the only two provided were very thin and flimsy (as were the towels) so we made do with a spare quilt underneath. An important point to mention is that the bathroom is off the living room so you have to go downstairs during the night if you need the loo - doubly awkward if the sofa-bed is in use! No blinds on the velux windows in the bedroom so little chance for a lie in.  
Overall not a good experience, poor value for money and plenty of room for improvement. A small amount of attention to detail could make it perfect."
1,"Miranda and Paul were amazing hosts! They were always very helpful, informative, and couldn't have done more for us during our stay. The breakfast they provided was always delicious, and included local Dutch cuisine, which was great!

Their home is warm and comfortable, and in a lovely small village fairly close to the centre of Amsterdam. We'd definitely stay here again, and would highly recommend it to anyone! "
